Gene,Normal Range,Target Value,Abnormality
ENSG00000106460,"(15.079406086124969, 100.53046280051629)",8.8675,Significantly Less
ENSG00000132522,"(39.75611333279294, 102.11892897213485)",1.6104,Significantly Less
ENSG00000136802,"(1.8874954958391932, 25.524758388002954)",42.223,Significantly More
ENSG00000111684,"(17.508612948004952, 286.22337888071814)",12.3668,Significantly Less
ENSG00000117139,"(7.414620747909211, 29.364764743336607)",4.3954,Significantly Less
ENSG00000182872,"(9.884232670941755, 30.343541050954805)",128.9679,Significantly More
ENSG00000103479,"(39.92498546984247, 132.89992856153515)",14.5396,Significantly Less
ENSG00000070770,"(12.691928504527619, 33.6969462320252)",10.2263,Significantly Less
ENSG00000147475,"(23.8231989828896, 71.81301941486075)",23.0192,Significantly Less
ENSG00000151690,"(47.94824595383892, 203.77337707466245)",21.7209,Significantly Less
ENSG00000112062,"(31.589607418533987, 67.74975276315506)",31.5777,Significantly Less
ENSG00000114315,"(8.339346779327165, 82.0911772122194)",117.7274,Significantly More
ENSG00000183864,"(9.615467548881998, 52.50281702610555)",57.5762,Significantly More
ENSG00000135930,"(36.246659900001205, 100.902584130602)",29.5284,Significantly Less
ENSG00000213064,"(35.7688227427537, 110.84124189394468)",15.1056,Significantly Less
ENSG00000245848,"(1.5272357552688192, 64.61315711040605)",72.2727,Significantly More
ENSG00000169221,"(36.14649657480741, 82.23620533392148)",34.9182,Significantly Less
ENSG00000099219,"(2.1069897127854453, 26.132172128971202)",37.8021,Significantly More
ENSG00000163683,"(52.467781335464906, 500.37806902942316)",19.8855,Significantly Less
ENSG00000168672,"(1.8359481922551097, 12.39154585555922)",44.1672,Significantly More
ENSG00000137942,"(5.0942490477399485, 22.928226560350176)",25.1938,Significantly More
ENSG00000151465,"(20.284138381941453, 78.15598999208723)",83.0485,Significantly More
ENSG00000119285,"(18.23955530247592, 80.03061309123154)",15.4057,Significantly Less
ENSG00000077312,"(22.53907363494909, 103.77048128480493)",173.2338,Significantly More
ENSG00000006607,"(43.03107863990387, 197.9597765259084)",12.0421,Significantly Less
ENSG00000129007,"(14.611907665237897, 68.6538100396289)",0.3591,Significantly Less
ENSG00000122958,"(43.92745248401199, 121.02336687484618)",33.532,Significantly Less
ENSG00000084073,"(11.393515147656373, 34.48739307147941)",39.7294,Significantly More
ENSG00000105583,"(54.88006678120567, 159.0664127152544)",0.0,Significantly Less
ENSG00000204568,"(19.68479649485957, 61.807129094827204)",154.5218,Significantly More
ENSG00000163501,"(-1.7897651246313337, 62.55681575699053)",128.9241,Significantly More
ENSG00000038358,"(38.03777043129091, 139.7816706089363)",22.0228,Significantly Less
ENSG00000144021,"(16.17767137962929, 33.57123618604754)",57.0452,Significantly More
ENSG00000160410,"(39.571808715347615, 109.73421608259842)",110.6268,Significantly More
ENSG00000103126,"(6.19457534423055, 23.89804933032589)",31.8814,Significantly More
ENSG00000162729,"(9.772145659989327, 47.38261266131852)",93.228,Significantly More
ENSG00000189241,"(8.328020540139915, 24.053226924381498)",25.9565,Significantly More
ENSG00000088833,"(53.483802224360936, 101.41187669163008)",45.9326,Significantly Less
ENSG00000167193,"(24.92978141686637, 49.20738588258485)",50.3726,Significantly More
ENSG00000143164,"(42.50412808965149, 92.02461338647967)",16.5186,Significantly Less
ENSG00000196154,"(-26.7910847813242, 225.9371339835939)",314.7197,Significantly More
ENSG00000169627,"(9.102445852093481, 254.64855865677248)",2.5363,Significantly Less
ENSG00000175063,"(-4.476286219128493, 51.559915297585235)",278.6353,Significantly More
ENSG00000149532,"(46.20851739540251, 144.31300733735083)",30.1194,Significantly Less
ENSG00000166889,"(11.503255638355363, 29.57562715384006)",53.0656,Significantly More
ENSG00000243156,"(6.97345696774687, 100.8922001220576)",4.3456,Significantly Less
ENSG00000106348,"(1.1121422642909167, 25.137883582505545)",119.4201,Significantly More
ENSG00000104979,"(8.840334447558035, 154.359696500495)",225.9312,Significantly More
ENSG00000261147,"(1.0848307780496569, 32.420348164290736)",0.0,Significantly Less
ENSG00000113141,"(98.4626910222369, 152.45048466383017)",50.4854,Significantly Less
ENSG00000145050,"(-9.954577492337982, 105.44156227164382)",154.9753,Significantly More
ENSG00000127947,"(24.351577000729655, 105.42944616959534)",21.9094,Significantly Less
ENSG00000066027,"(57.47581885591403, 164.0041411835059)",37.897,Significantly Less
ENSG00000110906,"(34.31262935343824, 199.10372353440522)",30.0217,Significantly Less
ENSG00000165795,"(72.47388146524361, 408.30441733639816)",25.3574,Significantly Less
ENSG00000185950,"(-1.3346516718493007, 11.319380018557563)",14.9897,Significantly More
ENSG00000116584,"(22.56115602595355, 119.80307643158642)",21.8669,Significantly Less
ENSG00000132383,"(55.85564877291989, 160.41599811686498)",38.2905,Significantly Less
ENSG00000112787,"(10.650214098418196, 65.11236431842755)",70.2134,Significantly More
ENSG00000154305,"(43.7386359588461, 184.89999047415944)",13.3007,Significantly Less
ENSG00000113522,"(7.742711468151549, 25.245709856941524)",0.799,Significantly Less
ENSG00000125995,"(12.717188990173469, 238.9976420655869)",525.0367,Significantly More
ENSG00000005486,"(37.67113528809649, 100.45437979388029)",112.3978,Significantly More
ENSG00000104325,"(48.78487295921977, 229.9690049441496)",45.3614,Significantly Less
ENSG00000116120,"(2.732369486271681, 18.964429720333186)",36.0312,Significantly More
ENSG00000160058,"(59.54280128590443, 137.99178285149029)",26.5445,Significantly Less
ENSG00000085449,"(37.00394652560285, 143.94878804095453)",21.8768,Significantly Less
ENSG00000129422,"(85.73471263880637, 261.6328683415097)",14.8738,Significantly Less
ENSG00000167699,"(62.72384608653348, 183.94755773105825)",32.716,Significantly Less
ENSG00000130204,"(0.9986596663727774, 42.956575200791136)",177.806,Significantly More
ENSG00000213625,"(82.39016648955933, 259.96186117187267)",26.7988,Significantly Less
ENSG00000055130,"(8.828453722058201, 24.271937474983183)",47.0176,Significantly More
ENSG00000118482,"(11.878032400178384, 34.428544931468245)",7.8089,Significantly Less
ENSG00000123836,"(25.048949760516166, 285.9569748273922)",17.6879,Significantly Less
ENSG00000166411,"(51.898638680286126, 311.37227439637735)",10.6714,Significantly Less
ENSG00000166123,"(-0.8162238975551768, 14.784344155059255)",74.0701,Significantly More
ENSG00000168175,"(55.900582194908836, 186.01631367328895)",36.2493,Significantly Less
ENSG00000142507,"(30.618497675564655, 162.69208181479019)",230.4435,Significantly More
ENSG00000126756,"(16.84902038218587, 149.40810226285032)",191.892,Significantly More
ENSG00000255872,"(1.4248596591630225, 25.762589606368113)",0.0582,Significantly Less
ENSG00000275700,"(10.935316289808515, 28.178057070058788)",55.5503,Significantly More
ENSG00000106723,"(49.71786659709247, 132.55648299478378)",30.3461,Significantly Less
ENSG00000062194,"(24.92753430450751, 42.56811808177391)",23.0592,Significantly Less
ENSG00000197548,"(60.785640260510384, 123.31466751367299)",7.1679,Significantly Less
ENSG00000165688,"(10.642936157390587, 31.61593387578356)",55.2669,Significantly More
ENSG00000196715,"(3.4139220042037737, 12.352327515385898)",24.3739,Significantly More
ENSG00000197045,"(49.478061487184675, 222.84186284364705)",19.9745,Significantly Less
ENSG00000196371,"(-1.1989178716895195, 16.097262192183788)",45.7042,Significantly More
ENSG00000125772,"(7.176329124753689, 55.070386093714774)",87.5792,Significantly More
ENSG00000174695,"(54.76658444848724, 151.30151356933598)",40.4057,Significantly Less
ENSG00000204120,"(17.430881515522458, 142.52618876768108)",9.2536,Significantly Less
ENSG00000103064,"(13.145551261280161, 98.97213801778538)",7.8671,Significantly Less
ENSG00000119431,"(12.775013108216257, 104.7556566865972)",184.4768,Significantly More
ENSG00000023516,"(0.4422000912650388, 7.998416674209172)",13.273,Significantly More
ENSG00000088682,"(53.15436801456994, 134.52013080010036)",42.163,Significantly Less
ENSG00000116455,"(6.235428459665968, 58.1108243835435)",65.0709,Significantly More
ENSG00000136536,"(25.845232151166897, 127.94859141743825)",17.357,Significantly Less
ENSG00000104695,"(77.87473884949121, 264.9467391643139)",51.6416,Significantly Less
ENSG00000137776,"(38.1680250140873, 138.17983200062002)",27.7604,Significantly Less
ENSG00000100934,"(38.31724747982079, 300.13749868379796)",24.6835,Significantly Less
ENSG00000055208,"(27.336962157337567, 66.23196252264465)",22.6044,Significantly Less
ENSG00000140992,"(50.64781072798351, 182.68050766784947)",6.2034,Significantly Less
ENSG00000138443,"(18.740931183426184, 143.73600256333248)",2.9664,Significantly Less
ENSG00000186815,"(40.00127775753343, 236.73655754923448)",36.0286,Significantly Less
ENSG00000187147,"(39.423454331774366, 85.32420472558331)",18.1917,Significantly Less
ENSG00000028137,"(4.0813765320919515, 52.76199750450837)",81.0393,Significantly More
ENSG00000111726,"(40.6003066193723, 155.10008110533184)",176.4058,Significantly More
ENSG00000146574,"(32.90061839611873, 129.76842134697046)",1.8264,Significantly Less
ENSG00000114416,"(20.1972580703412, 92.15832496066969)",14.1047,Significantly Less
ENSG00000130177,"(11.566913057648293, 26.59278238174757)",40.8947,Significantly More
ENSG00000204427,"(36.585346917043175, 87.72393316100658)",1.337,Significantly Less
ENSG00000075292,"(26.247081065915104, 115.82366455735632)",13.4867,Significantly Less
ENSG00000196396,"(7.0903825593753655, 22.045849142171086)",53.3079,Significantly More
ENSG00000101255,"(-1.713505844026113, 9.48714413547895)",180.7966,Significantly More
ENSG00000144677,"(29.727821776527193, 105.04313387503358)",28.3227,Significantly Less
ENSG00000062582,"(30.131285464221463, 98.1111791183911)",1.3299,Significantly Less
ENSG00000163320,"(32.47589650339465, 91.91843103982491)",20.6014,Significantly Less
ENSG00000142784,"(10.077246613554248, 33.47853067791985)",38.6112,Significantly More
ENSG00000122390,"(62.84894800382388, 175.49923380787322)",28.9842,Significantly Less
ENSG00000139675,"(11.402967196979176, 45.10533643797734)",5.4937,Significantly Less
ENSG00000103226,"(5.073044618897107, 22.0839825461131)",1.3691,Significantly Less
ENSG00000033100,"(8.736418199416692, 33.43158842943747)",47.7873,Significantly More
ENSG00000120896,"(65.67514962605617, 243.6659270074211)",40.8947,Significantly Less
ENSG00000265241,"(37.04310419990602, 98.507664693311)",26.1305,Significantly Less
ENSG00000198876,"(38.66500920392055, 130.63521851920672)",29.5205,Significantly Less
ENSG00000164024,"(50.30110747691194, 126.84635002926956)",45.6976,Significantly Less
ENSG00000088766,"(12.286130030199743, 66.95078923351427)",7.0219,Significantly Less
ENSG00000171862,"(16.226561335202994, 40.353858468162855)",12.4204,Significantly Less
ENSG00000109501,"(-8.938462107610093, 33.412991529455454)",55.5822,Significantly More
ENSG00000114023,"(7.405188738465185, 70.47802895069198)",71.0215,Significantly More
ENSG00000116649,"(-1.4696563936386795, 99.52116250372453)",312.0792,Significantly More
ENSG00000087269,"(4.504072739244339, 21.078874361024706)",53.1997,Significantly More
ENSG00000114861,"(9.825211523695465, 68.92258767408043)",2.0695,Significantly Less
ENSG00000134453,"(33.51819683464297, 87.73170302517914)",32.7659,Significantly Less
ENSG00000160271,"(7.689246736783595, 26.75610185368344)",5.5584,Significantly Less
ENSG00000033050,"(29.360660190494745, 61.64096917333538)",16.6295,Significantly Less
ENSG00000112658,"(-16.150330504702023, 51.42342125303307)",57.1847,Significantly More
ENSG00000087152,"(69.22080068767195, 141.11490694747172)",41.0921,Significantly Less
ENSG00000124209,"(5.300026182926475, 11.20600844658158)",19.2623,Significantly More
ENSG00000079616,"(3.5421079908933955, 42.19905738480986)",44.1645,Significantly More
ENSG00000114993,"(4.893237035818444, 47.86722633636594)",53.9854,Significantly More
ENSG00000106246,"(34.44598033566086, 106.82712956870625)",2.7568,Significantly Less
ENSG00000052841,"(21.673457558606405, 82.1889177707837)",13.4119,Significantly Less
ENSG00000006459,"(2.3875039726451144, 10.188054668788684)",15.2869,Significantly More
ENSG00000106009,"(3.9442325825260305, 14.508915745210349)",34.1569,Significantly More
ENSG00000106803,"(20.423470963744762, 168.36379780150918)",212.5915,Significantly More
ENSG00000251143,"(1.6372866162415427, 33.72997081065988)",0.5698,Significantly Less
ENSG00000162402,"(27.505113548034835, 146.91964174714465)",20.7006,Significantly Less
ENSG00000122140,"(9.15023891984191, 40.02816787319656)",134.0447,Significantly More
ENSG00000017483,"(-14.384888319804308, 60.363159795459595)",162.3773,Significantly More
ENSG00000068308,"(16.38161502235733, 37.457155267492475)",88.9976,Significantly More
ENSG00000115207,"(41.13501655294593, 103.98747180287722)",28.3473,Significantly Less
ENSG00000140829,"(37.69847359699908, 126.94839108834769)",28.2142,Significantly Less
ENSG00000107521,"(13.966033236065002, 38.95537666119919)",61.8798,Significantly More
ENSG00000221823,"(44.869993594222656, 84.96056549157231)",32.7126,Significantly Less
ENSG00000143368,"(20.27957805823228, 63.48365439959599)",153.2238,Significantly More
ENSG00000011009,"(36.662422813613546, 109.8726310388229)",155.2221,Significantly More
ENSG00000163739,"(-36.26089950696296, 58.32985812523263)",309.3518,Significantly More
ENSG00000120256,"(2.6863910223624714, 14.652123977475817)",0.9006,Significantly Less
ENSG00000076248,"(6.6002628310363605, 41.33282921267712)",123.0743,Significantly More
ENSG00000087470,"(5.71368328084608, 26.08591388287059)",36.6206,Significantly More
ENSG00000158290,"(4.15615768471197, 17.35779333609223)",25.395,Significantly More
ENSG00000188486,"(0.3571616207283732, 45.80646702775893)",263.8535,Significantly More
ENSG00000134108,"(54.347506273255334, 128.00890591964443)",51.9494,Significantly Less
ENSG00000239857,"(33.562677508469434, 79.86875410437806)",1.1746,Significantly Less
ENSG00000171681,"(18.306221076577103, 142.63614912640787)",13.1671,Significantly Less
ENSG00000160293,"(0.004826048298587793, 20.512674241326252)",32.553,Significantly More
ENSG00000143157,"(2.1971385285791127, 12.316245040733403)",17.4562,Significantly More
ENSG00000114062,"(14.340705248294046, 34.31123097856096)",7.1995,Significantly Less
ENSG00000183018,"(-16.1720824329776, 61.46467173982579)",79.8202,Significantly More
ENSG00000091542,"(17.103281232197297, 54.620794438913)",71.9616,Significantly More
ENSG00000206527,"(65.1662764765428, 197.76470870887027)",33.1591,Significantly Less
ENSG00000138604,"(5.370359303699514, 20.874648709054348)",39.6762,Significantly More
ENSG00000160113,"(5.606794879963417, 106.36321646392489)",158.6333,Significantly More
ENSG00000119185,"(49.01760663718943, 116.22046149557198)",10.9795,Significantly Less
ENSG00000153786,"(63.84641307974667, 228.84614865792972)",50.2998,Significantly Less
ENSG00000131242,"(20.63083397993418, 180.41040586336342)",14.2917,Significantly Less
ENSG00000165271,"(0.804182547228983, 21.086874811286062)",41.6729,Significantly More
ENSG00000176407,"(64.55102527394789, 113.90018475960758)",21.9271,Significantly Less
ENSG00000074319,"(57.8914850943728, 139.70561432190667)",47.4526,Significantly Less
ENSG00000068912,"(2.303477578451261, 51.64967599265897)",59.7869,Significantly More
ENSG00000279689,"(9.492820153793852, 23.34221811256588)",0.1675,Significantly Less
ENSG00000073008,"(0.04394323662734578, 20.32070159706761)",65.3368,Significantly More
ENSG00000082701,"(64.96500557530386, 189.27922219876655)",11.3961,Significantly Less
ENSG00000075711,"(11.227056871134122, 25.505557391751495)",8.2058,Significantly Less
ENSG00000119408,"(1.1069778945702993, 29.137784064113156)",46.6897,Significantly More
ENSG00000119820,"(50.2194501760042, 106.35941549476762)",11.6395,Significantly Less
ENSG00000145494,"(51.38162390360657, 171.38525122815628)",342.6217,Significantly More
ENSG00000141568,"(31.273116248562836, 78.61667159692217)",19.383,Significantly Less
ENSG00000165175,"(-0.5242549090993602, 24.34580275808021)",115.6234,Significantly More
ENSG00000064607,"(-0.2987503002367955, 22.560730668304394)",30.2455,Significantly More
ENSG00000090061,"(41.81969756236039, 96.38479973119921)",2.9893,Significantly Less
ENSG00000140521,"(27.124159707297267, 106.24806909767459)",21.3422,Significantly Less
ENSG00000127418,"(2.1667590754436974, 16.440244699621584)",62.4235,Significantly More
ENSG00000214160,"(15.451185115762662, 57.72587134706412)",110.1695,Significantly More
ENSG00000130332,"(10.151484947484, 111.12422576432823)",230.6801,Significantly More
ENSG00000160862,"(-4.916705870107187, 26.14163734809589)",77.9986,Significantly More
ENSG00000076716,"(-1.8701374128747084, 18.393615080343768)",41.3725,Significantly More
ENSG00000155957,"(25.418610154706073, 191.58163463871261)",6.9598,Significantly Less
ENSG00000105856,"(44.82294699512583, 206.73358798525038)",6.5108,Significantly Less
ENSG00000102034,"(2.7629785934232345, 39.66507336027025)",56.4185,Significantly More
ENSG00000064726,"(42.232600622313726, 112.37728412903718)",38.6321,Significantly Less
ENSG00000204422,"(13.12072063955318, 31.286128390136167)",0.0,Significantly Less
ENSG00000158828,"(21.724711924283373, 77.61027416579813)",10.2619,Significantly Less
ENSG00000261150,"(-0.7721803811732784, 5.354836946589224)",12.2349,Significantly More
ENSG00000147164,"(42.925566490329714, 99.5875469072547)",99.6845,Significantly More
ENSG00000269858,"(64.37632036158504, 135.35199190751018)",3.7377,Significantly Less
ENSG00000078902,"(65.57073755812708, 139.34878628815272)",47.217,Significantly Less
ENSG00000118900,"(35.16466958189423, 106.17350246524771)",18.8609,Significantly Less
ENSG00000136158,"(4.0798994657471255, 35.348599542127864)",67.2331,Significantly More
ENSG00000122729,"(7.220662811692, 30.9924992642285)",32.7632,Significantly More
ENSG00000167962,"(6.205432476291433, 25.31885120461287)",48.153,Significantly More
ENSG00000105700,"(33.23278835660179, 110.72197415798269)",32.8109,Significantly Less
ENSG00000101187,"(-2.5742242401413753, 16.936436483845426)",36.1475,Significantly More
ENSG00000119414,"(11.487297888264013, 22.86407139800075)",32.0629,Significantly More
ENSG00000004779,"(25.30048360450766, 154.6172118712595)",177.6241,Significantly More
ENSG00000165389,"(8.438692209272407, 46.70832165305954)",102.4987,Significantly More
ENSG00000125378,"(-1.5306793869848399, 33.336894806870745)",118.3187,Significantly More
ENSG00000099804,"(30.381947995566094, 63.16385791548751)",105.2203,Significantly More
ENSG00000130193,"(4.335777685948697, 22.31270843266691)",97.6998,Significantly More
ENSG00000132842,"(8.519770100985395, 24.241729743367067)",30.1383,Significantly More
ENSG00000272391,"(14.391426588705585, 119.05673885754375)",9.2717,Significantly Less
ENSG00000175224,"(74.78940016354656, 149.51004145916008)",27.9057,Significantly Less
ENSG00000073969,"(10.216453870123054, 29.92039289177361)",30.0289,Significantly More
ENSG00000179832,"(3.246433769954619, 20.785296603628268)",39.7226,Significantly More
ENSG00000147471,"(74.37289219351797, 203.67520057973783)",58.9879,Significantly Less
ENSG00000092531,"(59.25630971129016, 200.4197803305516)",4.611,Significantly Less
ENSG00000164896,"(18.928200510083578, 56.34511323681193)",57.7235,Significantly More
ENSG00000005812,"(50.17491147630167, 138.96706463146432)",7.2433,Significantly Less
ENSG00000255339,"(11.458644107584277, 109.92331829427017)",0.0,Significantly Less
ENSG00000092871,"(38.60687235323638, 93.59065155547029)",8.9003,Significantly Less
ENSG00000267426,"(9.11587532414389, 41.73687172761781)",0.0,Significantly Less
ENSG00000107863,"(30.54536317045691, 114.95749464889784)",15.1747,Significantly Less
ENSG00000121022,"(20.913454928538286, 96.75186362178476)",20.677,Significantly Less
ENSG00000142102,"(-2.147781965615101, 7.834162004233898)",101.3943,Significantly More
ENSG00000187778,"(29.15232901999971, 73.45694131207085)",98.0478,Significantly More
ENSG00000276418,"(10.908853480555344, 89.2396412396665)",0.0,Significantly Less
ENSG00000054267,"(8.090196606891636, 19.34415614320401)",6.3032,Significantly Less
ENSG00000134452,"(52.394943626562394, 118.91877826610471)",20.2095,Significantly Less
ENSG00000108592,"(38.402479111616564, 126.41018764214795)",28.5619,Significantly Less
ENSG00000151923,"(33.11402573368854, 78.3320453328711)",25.7632,Significantly Less
ENSG00000103111,"(35.05310920776422, 94.20856446301586)",22.9761,Significantly Less
ENSG00000132694,"(33.5838193006944, 149.4172662497263)",18.5644,Significantly Less
ENSG00000156639,"(45.925292179356205, 131.1566218302043)",43.0705,Significantly Less
ENSG00000182325,"(11.049928013157885, 59.86711796464405)",94.0213,Significantly More
ENSG00000116977,"(35.50421697937429, 86.95235961730867)",9.7025,Significantly Less
ENSG00000163463,"(47.874868261169524, 126.58800049125355)",5.0196,Significantly Less
ENSG00000113194,"(51.068782971795486, 105.30138696524449)",27.8388,Significantly Less
ENSG00000092203,"(72.0902784433416, 127.82871952796533)",20.2385,Significantly Less
ENSG00000158062,"(13.944920050378133, 59.89775719547876)",11.5047,Significantly Less
ENSG00000175387,"(40.59167988520775, 101.05217896427652)",2.7231,Significantly Less
ENSG00000137171,"(42.94200676241687, 207.08423432712232)",21.1896,Significantly Less
ENSG00000117505,"(19.547376342372203, 46.87704868230195)",12.3081,Significantly Less
ENSG00000120451,"(29.450734748103166, 80.87711638628002)",6.5235,Significantly Less
ENSG00000105393,"(38.720079490338506, 112.9776866913571)",31.5394,Significantly Less
ENSG00000127463,"(3.731553143074658, 20.031230743515835)",20.2995,Significantly More
ENSG00000187735,"(28.36754843634698, 97.66218786892193)",23.6779,Significantly Less
ENSG00000160201,"(25.866952967068123, 67.84056355033638)",0.163,Significantly Less
ENSG00000083896,"(43.93531249419547, 112.80092474354026)",22.8917,Significantly Less
ENSG00000177628,"(38.453119882930324, 166.6251890188792)",24.0501,Significantly Less
ENSG00000104320,"(1.1395025066231224, 14.370183663611899)",29.2391,Significantly More
ENSG00000006704,"(0.45212885686289805, 7.910212276996316)",36.6255,Significantly More
ENSG00000072682,"(29.879708042894272, 102.44528271517959)",24.1818,Significantly Less
ENSG00000100926,"(41.00052192440574, 78.98155045282226)",3.5872,Significantly Less
ENSG00000204316,"(28.584294583389315, 137.31174568946145)",3.4732,Significantly Less
ENSG00000124562,"(17.49729785304804, 88.19649842390923)",217.9207,Significantly More
ENSG00000165416,"(12.70101021028789, 23.524895190011385)",9.1235,Significantly Less
ENSG00000137161,"(10.092328565316478, 43.0483271695618)",102.5148,Significantly More
ENSG00000137673,"(-1.3492696418906063, 1.9359317659120492)",18.5834,Significantly More
ENSG00000146676,"(1.7203577406948014, 8.7357736492546)",10.777,Significantly More
ENSG00000172046,"(8.179260586483933, 23.047765220576068)",30.6867,Significantly More
ENSG00000198677,"(2.9880061469649934, 12.014392428740077)",17.643,Significantly More
ENSG00000141699,"(62.34282193212925, 145.89891042912157)",34.6322,Significantly Less
ENSG00000100359,"(23.16757731644185, 138.91075128039358)",1.8646,Significantly Less
ENSG00000079432,"(4.793820555357968, 31.597959470582936)",36.996,Significantly More
ENSG00000148296,"(6.109838241682848, 26.691106422093167)",60.6539,Significantly More
ENSG00000164934,"(1.8550026925979761, 21.026161461248172)",23.991,Significantly More
ENSG00000168000,"(14.584688852783877, 47.0490361120121)",1.4447,Significantly Less
ENSG00000170581,"(2.0164529962224567, 21.506262654858283)",22.0356,Significantly More
ENSG00000177479,"(40.97257354793895, 130.7272928729629)",21.4735,Significantly Less
ENSG00000137547,"(10.032393298380747, 89.46673088912178)",130.4261,Significantly More
ENSG00000124243,"(6.235281121863025, 107.52517720737693)",2.5247,Significantly Less
ENSG00000102119,"(11.763369563430345, 64.30497341458342)",175.7161,Significantly More
ENSG00000115286,"(30.81568408415808, 92.42664321952023)",17.3876,Significantly Less
ENSG00000102753,"(6.081907673466656, 28.676533096518238)",31.1348,Significantly More
ENSG00000097021,"(7.504302448054531, 62.10830403926839)",112.7586,Significantly More
ENSG00000224281,"(6.5806904058783005, 92.73135180619249)",0.5276,Significantly Less
ENSG00000140675,"(26.002398565776105, 111.83859356662592)",0.5736,Significantly Less
ENSG00000126456,"(23.309499987620793, 73.86676084445612)",83.8365,Significantly More
ENSG00000115128,"(34.30860907310064, 92.98425173204741)",169.5063,Significantly More
ENSG00000070614,"(47.11631047466385, 264.2104249772475)",17.2939,Significantly Less
ENSG00000166783,"(21.89455311695339, 115.69749671760609)",12.4263,Significantly Less
ENSG00000162302,"(14.399555913771223, 49.68642901758135)",64.4643,Significantly More
ENSG00000167797,"(27.077644920596164, 118.58048031381884)",133.574,Significantly More
ENSG00000118579,"(17.421725470995185, 117.21206330157393)",10.3731,Significantly Less
ENSG00000157399,"(-9.018768096733027, 45.49843954580254)",240.6893,Significantly More
ENSG00000108819,"(3.9274524070581087, 35.67041278268198)",44.7068,Significantly More
ENSG00000185269,"(-0.07067050191891369, 0.21939410831193004)",3.4155,Significantly More
ENSG00000127526,"(37.70514318829933, 84.83314570180183)",20.5131,Significantly Less
ENSG00000145569,"(22.62436557221666, 162.7507375168439)",17.5586,Significantly Less
ENSG00000183856,"(-3.243642983397902, 13.383522359861704)",34.3887,Significantly More
ENSG00000148842,"(9.132598380692578, 48.00419001925025)",2.7704,Significantly Less
ENSG00000142166,"(7.213194969676556, 17.336780285957865)",21.4319,Significantly More
ENSG00000178605,"(11.011109250404736, 42.133594892544835)",147.034,Significantly More
ENSG00000170445,"(14.780534108615566, 31.774289200812877)",14.7605,Significantly Less
ENSG00000131368,"(6.925331431913928, 17.836819396814633)",30.7893,Significantly More
ENSG00000099849,"(2.458013314277146, 61.17552427361802)",110.4517,Significantly More
ENSG00000093144,"(31.41840495785341, 133.75075353226583)",28.8692,Significantly Less
ENSG00000176105,"(6.96296144969614, 19.13888479625411)",30.4745,Significantly More
ENSG00000150760,"(38.048690421913165, 159.0515072914897)",13.275,Significantly Less
ENSG00000103051,"(10.39191208840952, 26.84541765456973)",37.7419,Significantly More
ENSG00000164961,"(43.98208751730829, 84.39817358419685)",39.9734,Significantly Less
ENSG00000063978,"(60.27893590339464, 118.96440410303673)",29.6807,Significantly Less
ENSG00000165934,"(30.28570663587866, 95.01799632829491)",10.6589,Significantly Less
ENSG00000100558,"(-6.420098974089399, 106.85354867362913)",181.5878,Significantly More
ENSG00000119541,"(44.803877385135046, 109.1362639044331)",39.4771,Significantly Less
ENSG00000161217,"(57.76653846964018, 154.91465819711695)",17.6347,Significantly Less
ENSG00000165733,"(1.6053731639540691, 7.5542606779289665)",19.2343,Significantly More
ENSG00000109079,"(49.90276050862491, 110.71287906907875)",35.9327,Significantly Less
ENSG00000133703,"(7.95297208073298, 22.76921802057633)",24.974,Significantly More
ENSG00000157823,"(50.12164921791944, 315.41707875221516)",6.2832,Significantly Less
ENSG00000197555,"(33.05229424761269, 109.73392043047313)",11.8902,Significantly Less
ENSG00000011347,"(-3.302915121894751, 21.12254826640534)",39.8026,Significantly More
ENSG00000173915,"(32.993513820186536, 176.37357551773167)",239.4981,Significantly More
ENSG00000167778,"(18.026429646079976, 87.52371780339844)",89.6732,Significantly More
ENSG00000245910,"(6.513453367973547, 84.63181088320172)",191.4858,Significantly More
ENSG00000170638,"(4.195565774879837, 29.855641352618264)",121.9352,Significantly More
ENSG00000184428,"(1.3314835118833557, 37.11447872225281)",42.0918,Significantly More
ENSG00000101457,"(7.501195853201764, 57.6371979569784)",178.5371,Significantly More
ENSG00000173436,"(42.22302283878444, 161.05011733668854)",8.8853,Significantly Less
ENSG00000172775,"(44.4618596219478, 96.19981596087553)",38.2849,Significantly Less
ENSG00000132912,"(44.57534535322122, 112.04262022926298)",18.6697,Significantly Less
ENSG00000254087,"(0.05924267772937597, 23.940863971480052)",33.627,Significantly More
ENSG00000198356,"(12.299239083590209, 67.73592276450613)",110.5407,Significantly More
ENSG00000146834,"(11.920437665425691, 39.13953104851741)",62.7486,Significantly More
ENSG00000108055,"(6.089496972431908, 22.97701629291894)",24.3773,Significantly More
ENSG00000110931,"(13.098542542620644, 29.062858876840636)",34.5291,Significantly More
ENSG00000139687,"(28.407344634081632, 93.25825091489727)",15.6042,Significantly Less
ENSG00000115548,"(18.730421952624667, 97.75550521156333)",16.7761,Significantly Less
ENSG00000122884,"(2.8225441179006943, 19.021523748189434)",78.9069,Significantly More
ENSG00000171824,"(44.73478797983345, 115.43574682293243)",28.8107,Significantly Less
ENSG00000166233,"(43.14633962378583, 124.74137297045417)",6.2136,Significantly Less
ENSG00000155876,"(21.90159727821177, 58.46607241958283)",117.9388,Significantly More
