Gene,Normal Range,Target Value,Abnormality
ENSG00000089159,"(126.60315542881732, 317.2167217775169)",36.6965,Significantly Less
ENSG00000103257,"(-3.707031073452119, 13.982621411615739)",187.7689,Significantly More
ENSG00000196642,"(25.95088236627899, 75.12353173506078)",82.3642,Significantly More
ENSG00000164828,"(116.31228870242849, 251.87168002087833)",19.3999,Significantly Less
ENSG00000051523,"(18.173663732814646, 353.520513426548)",407.753,Significantly More
ENSG00000127481,"(41.71007277519442, 310.5605637863985)",17.6353,Significantly Less
ENSG00000173598,"(32.299807664940815, 123.52953131392216)",20.8365,Significantly Less
ENSG00000180921,"(-1.0375967532542116, 31.074059935968364)",131.6247,Significantly More
ENSG00000108344,"(40.80546497024785, 115.13730970244734)",136.2595,Significantly More
ENSG00000268083,"(166.41613915729624, 380.23537299278894)",0.0,Significantly Less
ENSG00000121774,"(32.225152352444354, 76.30612431990978)",150.8318,Significantly More
ENSG00000101856,"(28.411664746363954, 138.72318751470164)",333.3867,Significantly More
ENSG00000159842,"(133.57895744738192, 558.1631791585864)",63.8605,Significantly Less
ENSG00000087274,"(63.875500470272755, 313.4114936026724)",34.3274,Significantly Less
ENSG00000273749,"(137.08660235654176, 449.2934939201974)",39.981,Significantly Less
ENSG00000101161,"(16.225092011048503, 44.85416815706569)",157.3268,Significantly More
ENSG00000182580,"(-28.01015038685881, 217.3363232356503)",247.9501,Significantly More
ENSG00000179195,"(91.27803714586753, 370.73260954715806)",82.6492,Significantly Less
ENSG00000170515,"(32.36338336669209, 208.33147726582132)",218.9617,Significantly More
ENSG00000165732,"(-3.9448477515507694, 35.84413194625721)",79.0867,Significantly More
ENSG00000176340,"(198.96613841106046, 674.3870381673754)",798.8967,Significantly More
ENSG00000168003,"(8.608253055252472, 70.28938594520233)",119.1291,Significantly More
ENSG00000143418,"(44.413861979259394, 223.5964656938058)",40.4221,Significantly Less
ENSG00000101367,"(13.760696897727122, 68.39875586816157)",176.5184,Significantly More
ENSG00000233276,"(7.0012079341463505, 239.15834984500177)",717.7991,Significantly More
ENSG00000103769,"(155.05148840016795, 399.28037508536886)",90.8727,Significantly Less
ENSG00000165527,"(27.917266699945323, 72.47801048267038)",109.0045,Significantly More
ENSG00000112473,"(18.24566118358399, 109.56993584767986)",192.5531,Significantly More
ENSG00000170296,"(189.2223544276595, 466.7190312782004)",2.5498,Significantly Less
ENSG00000147162,"(0.5278080756796903, 36.65974983094071)",64.8368,Significantly More
ENSG00000106052,"(37.81553876560812, 92.04776850477162)",22.0569,Significantly Less
ENSG00000007952,"(-5.03249677510221, 108.89360265014236)",513.5348,Significantly More
ENSG00000128016,"(-85.09034047802734, 320.53311901426787)",397.0071,Significantly More
ENSG00000137409,"(31.263210589839687, 77.27054701308138)",179.922,Significantly More
ENSG00000175793,"(-47.23944597280254, 393.06595473969105)",583.8555,Significantly More
ENSG00000122705,"(64.51212101703744, 159.90576447319233)",321.6929,Significantly More
ENSG00000257923,"(24.34211056573826, 68.46976877904544)",17.6416,Significantly Less
ENSG00000100300,"(57.6751180907018, 383.2344411780761)",650.1615,Significantly More
ENSG00000073578,"(117.61217768547888, 408.3178481456338)",9.8377,Significantly Less
ENSG00000078808,"(51.407470663069866, 130.12138953914146)",168.7957,Significantly More
ENSG00000198242,"(49.69247835360116, 230.42416072796513)",276.5716,Significantly More
ENSG00000168646,"(-2.9647313657700423, 62.13520869050367)",90.4134,Significantly More
ENSG00000179950,"(34.988510705466005, 85.7275077825681)",145.075,Significantly More
ENSG00000136295,"(0.4877259553341311, 26.481772348719826)",86.3566,Significantly More
ENSG00000110107,"(40.438000869111235, 204.90056269606407)",220.0004,Significantly More
ENSG00000124429,"(3.1401646825636575, 87.95163519509387)",117.9839,Significantly More
ENSG00000196305,"(1.8477454302495602, 30.74895895297314)",71.5135,Significantly More
ENSG00000197965,"(86.1258521715744, 191.24997502999688)",48.7064,Significantly Less
ENSG00000124207,"(3.654468183594215, 26.11583372824104)",164.909,Significantly More
ENSG00000267748,"(51.50113283472814, 730.1441677526291)",0.0,Significantly Less
ENSG00000167600,"(-104.72707848938943, 301.6291649820288)",664.3302,Significantly More
ENSG00000196562,"(20.515662775313466, 122.12824714419557)",9.8732,Significantly Less
ENSG00000141551,"(151.0922660592345, 331.7220166625366)",39.9977,Significantly Less
ENSG00000166197,"(4.670374655734953, 51.40576309568589)",158.6068,Significantly More
ENSG00000167792,"(154.6687134875474, 452.4492370715275)",146.4244,Significantly Less
ENSG00000127884,"(58.43712059776553, 260.53614298879427)",521.18,Significantly More
ENSG00000244687,"(95.49606143864233, 166.05453935624897)",1.7209,Significantly Less
ENSG00000147649,"(83.3554870917602, 220.74611992782343)",66.2436,Significantly Less
ENSG00000165376,"(-10.892576318176207, 13.130861828421938)",33.6859,Significantly More
ENSG00000159399,"(-34.62267736773901, 145.78258712295602)",183.0969,Significantly More
ENSG00000103363,"(46.80481659111224, 242.8390666095887)",598.7807,Significantly More
ENSG00000008018,"(12.055955661983589, 144.79313128550007)",254.279,Significantly More
ENSG00000111540,"(200.65333334080617, 483.2966945804101)",80.791,Significantly Less
ENSG00000182199,"(17.72899548738672, 118.88078310831719)",262.5921,Significantly More
ENSG00000115241,"(20.653674058506326, 63.46245289710488)",138.9738,Significantly More
ENSG00000187555,"(105.61265659275017, 346.38547061933025)",62.3755,Significantly Less
ENSG00000010244,"(57.076027134442114, 173.5042367709766)",26.7414,Significantly Less
ENSG00000108774,"(198.62774044210227, 385.481766478549)",72.6688,Significantly Less
ENSG00000270647,"(15.575644677094502, 113.81700277256634)",125.4301,Significantly More
ENSG00000133318,"(85.32014265354282, 193.6750058315032)",62.6463,Significantly Less
ENSG00000071553,"(34.57740509832723, 84.764819898208)",132.2051,Significantly More
ENSG00000138757,"(65.96702094868525, 158.3359799094909)",28.2179,Significantly Less
ENSG00000105976,"(1.9815597130673144, 22.13035948182769)",46.3676,Significantly More
ENSG00000132646,"(3.8339709770487715, 106.00693862130103)",569.5712,Significantly More
ENSG00000124486,"(5.3732445028531615, 27.76948042837448)",40.9994,Significantly More
ENSG00000106609,"(136.31180995181566, 251.74962880082361)",60.85,Significantly Less
ENSG00000282034,"(6.179150251903721, 30.710774848382414)",0.0,Significantly Less
ENSG00000128245,"(74.5893265277522, 152.30566331672262)",187.4881,Significantly More
ENSG00000171617,"(0.8366446367346647, 13.87122384035931)",77.6486,Significantly More
ENSG00000149100,"(58.144330590125755, 173.87102134866353)",56.3626,Significantly Less
ENSG00000133816,"(98.31273580202696, 644.6931068147887)",15.4248,Significantly Less
ENSG00000125743,"(-3.134230653577049, 305.28372164477264)",519.4575,Significantly More
ENSG00000082153,"(67.32354429526285, 343.68140914498713)",28.8628,Significantly Less
ENSG00000126457,"(10.634200422976448, 176.40166709606282)",269.0559,Significantly More
ENSG00000172016,"(-407.9931397420409, 460.9151748500304)",6156.9545,Significantly More
ENSG00000130706,"(26.454641891643817, 84.31840621007021)",176.9268,Significantly More
ENSG00000140497,"(120.55194188181596, 486.116357907565)",98.2567,Significantly Less
ENSG00000139289,"(-5.207108119051515, 13.591662076750609)",51.1892,Significantly More
ENSG00000069329,"(89.56631300509034, 222.27427473174768)",39.34,Significantly Less
ENSG00000241837,"(49.82393567237648, 596.696339350024)",49.6941,Significantly Less
ENSG00000112118,"(3.409811095960496, 44.91233986426684)",136.3545,Significantly More
ENSG00000109606,"(66.28749706268758, 210.09464385379346)",55.6024,Significantly Less
ENSG00000130513,"(-27.79495523121114, 59.49282028949971)",805.1624,Significantly More
ENSG00000122642,"(53.361518880704836, 193.71067295212833)",40.1875,Significantly Less
ENSG00000115307,"(36.92812048975158, 167.20370190099652)",229.2824,Significantly More
ENSG00000104852,"(13.936614997581664, 95.62527099405085)",234.7452,Significantly More
ENSG00000197930,"(23.800707233003948, 120.9301605081532)",127.8422,Significantly More
ENSG00000090861,"(4.637396165003391, 42.91872692761554)",50.5284,Significantly More
ENSG00000113558,"(52.33424133755949, 336.8175747895911)",19.2693,Significantly Less
ENSG00000104341,"(3.638408306352563, 38.618885755047685)",178.4253,Significantly More
ENSG00000101361,"(10.761122678796873, 102.26177740606136)",166.4305,Significantly More
ENSG00000118785,"(-12.422595441393216, 23.73119461751725)",119.0516,Significantly More
ENSG00000176387,"(79.37213289972522, 1609.8277480146635)",74.6394,Significantly Less
ENSG00000279738,"(2.9705904461090595, 12.11024793356772)",0.6444,Significantly Less
ENSG00000104413,"(13.171763644127942, 100.70512242723439)",123.8752,Significantly More
ENSG00000131724,"(32.705926271647115, 87.84833456354036)",111.8119,Significantly More
ENSG00000116288,"(20.237853130050752, 264.965453123721)",285.205,Significantly More
ENSG00000133606,"(70.15964142063146, 288.6116343220017)",62.1253,Significantly Less
ENSG00000114978,"(124.50293748569382, 244.9079958832393)",50.7951,Significantly Less
ENSG00000101150,"(10.980197786267716, 56.01256698520398)",96.8581,Significantly More
ENSG00000104388,"(126.96712731879512, 269.3423315700892)",99.4734,Significantly Less
ENSG00000108604,"(23.138473331441553, 53.90081363782564)",137.8209,Significantly More
ENSG00000125912,"(25.917430624347602, 147.19294767042993)",243.1446,Significantly More
ENSG00000130522,"(-8.73366123093433, 298.9576838774375)",455.6787,Significantly More
ENSG00000124614,"(14.690623217345191, 233.74726795064566)",12.7041,Significantly Less
ENSG00000089248,"(63.5041322686033, 139.7696900838152)",213.5867,Significantly More
ENSG00000169692,"(-11.860568474549808, 312.03595303265115)",605.7846,Significantly More
ENSG00000137124,"(2.687289162140651, 99.853981769108)",170.4787,Significantly More
ENSG00000177885,"(98.7478477617899, 168.0519217889116)",80.2001,Significantly Less
ENSG00000124766,"(-0.6569062252403661, 18.229622451019832)",78.8874,Significantly More
ENSG00000099953,"(0.31038806840420285, 19.395570485615337)",80.248,Significantly More
ENSG00000186010,"(65.51324832798281, 443.09766710616833)",7.6821,Significantly Less
ENSG00000115561,"(102.68978176275262, 276.70288695240134)",21.9709,Significantly Less
ENSG00000185043,"(63.60678519590368, 320.6121625556809)",438.1077,Significantly More
ENSG00000179262,"(36.69723528041808, 107.42051999453255)",112.631,Significantly More
ENSG00000144224,"(83.05389493766285, 302.5317786793423)",62.0722,Significantly Less
ENSG00000204843,"(131.7702226313237, 397.4647502421998)",22.3976,Significantly Less
ENSG00000123989,"(2.586479271868239, 29.239850354924346)",200.3703,Significantly More
ENSG00000266086,"(22.166381057205037, 108.9305390820717)",0.0,Significantly Less
ENSG00000116016,"(123.16460501534903, 673.5348938186821)",33.9289,Significantly Less
ENSG00000167183,"(-5.987254986918984, 211.98121133148624)",295.3607,Significantly More
ENSG00000119139,"(10.837112682566907, 54.55273322722208)",0.7912,Significantly Less
ENSG00000080603,"(2.962798075243782, 18.845054073130715)",1.2485,Significantly Less
ENSG00000127837,"(57.26756993682293, 115.29393798766156)",198.2653,Significantly More
ENSG00000125826,"(19.119297404230956, 48.02024263526304)",202.4073,Significantly More
ENSG00000022840,"(206.05229059871647, 356.44713165956523)",105.0373,Significantly Less
ENSG00000120948,"(66.10318800116795, 214.49173859398763)",54.9459,Significantly Less
ENSG00000167468,"(-22.651859941404993, 269.5341013338265)",392.2103,Significantly More
ENSG00000100823,"(32.76429963430124, 184.7897322198435)",241.0669,Significantly More
ENSG00000073921,"(92.8934610853633, 272.55897523299996)",47.5392,Significantly Less
ENSG00000129083,"(101.61484751276166, 324.6821367749329)",62.8949,Significantly Less
ENSG00000198900,"(7.513747999768357, 36.799230990798804)",85.5873,Significantly More
ENSG00000185883,"(76.11197462751241, 243.7985610901787)",0.7452,Significantly Less
ENSG00000177565,"(83.62584607221903, 274.5659955474783)",27.6242,Significantly Less
ENSG00000197226,"(83.38352412550238, 221.25721076219236)",49.6727,Significantly Less
ENSG00000055070,"(102.92538328626449, 253.38846778309528)",83.289,Significantly Less
ENSG00000164104,"(2.3651734793872947, 140.5918507563581)",159.9761,Significantly More
ENSG00000125818,"(98.11223305844521, 203.53970574780885)",57.9941,Significantly Less
ENSG00000099341,"(27.429192100833028, 133.43715685286054)",218.9105,Significantly More
ENSG00000178950,"(66.03311751388316, 451.3310829488683)",41.1109,Significantly Less
ENSG00000126012,"(7.094521350143918, 43.54370133343981)",71.91,Significantly More
ENSG00000177731,"(142.8389830739024, 377.502923063231)",83.0206,Significantly Less
ENSG00000000003,"(2.5946507523459417, 75.43830850570473)",120.9696,Significantly More
ENSG00000104738,"(-1.562917154869453, 86.11347233154984)",100.2672,Significantly More
ENSG00000130826,"(3.882142495701668, 34.956251711013536)",130.5539,Significantly More
ENSG00000140279,"(-74.36563452246682, 102.81879794605214)",278.7457,Significantly More
ENSG00000112308,"(28.420329147896837, 66.23053636724009)",107.0529,Significantly More
ENSG00000110090,"(80.88454318942166, 797.9185198679618)",77.3348,Significantly Less
ENSG00000101474,"(9.378653079165645, 68.93882654305885)",209.2576,Significantly More
ENSG00000198752,"(98.12437605801148, 342.1431871103452)",36.6671,Significantly Less
ENSG00000127483,"(80.09066537627496, 275.7267081730253)",33.6512,Significantly Less
ENSG00000055917,"(92.92569758964044, 213.9747983302837)",45.3603,Significantly Less
ENSG00000101224,"(-10.918618480161673, 42.94225915790922)",228.7758,Significantly More
ENSG00000103512,"(66.21616542860865, 245.96138066268412)",24.8722,Significantly Less
ENSG00000067704,"(107.09904666864986, 270.5032413901799)",106.744,Significantly Less
ENSG00000159692,"(82.466227244252, 173.34477394605594)",40.7506,Significantly Less
ENSG00000005884,"(67.27411812723642, 427.2787887118022)",42.1543,Significantly Less
ENSG00000241685,"(95.52302900856452, 233.6442812851267)",45.8445,Significantly Less
ENSG00000185164,"(14.057716178666361, 58.193702688393735)",5.6522,Significantly Less
ENSG00000103888,"(-0.8419726954999069, 2.5175024667705914)",25.7739,Significantly More
ENSG00000160932,"(-21.50161469690775, 108.8877694529443)",262.4067,Significantly More
ENSG00000149084,"(37.66912945974683, 268.4813640994429)",28.1722,Significantly Less
ENSG00000175582,"(82.664368858003, 181.25824601704693)",49.6023,Significantly Less
ENSG00000153904,"(9.693860344185719, 51.24669479351488)",83.5072,Significantly More
ENSG00000165502,"(76.99885262009593, 371.00298189209155)",638.4436,Significantly More
ENSG00000230551,"(6.62493761443497, 18.53343196540327)",3.1595,Significantly Less
ENSG00000108561,"(-3.243752863360001, 229.86226676015167)",355.9818,Significantly More
ENSG00000240567,"(9.203799617107187, 61.233159612952626)",0.0,Significantly Less
ENSG00000101152,"(9.98102225444784, 34.60589245786515)",79.4785,Significantly More
ENSG00000124767,"(-2.3294830745738295, 75.4866448125648)",155.2896,Significantly More
ENSG00000130309,"(10.673194369940031, 48.30821195422355)",104.5115,Significantly More
ENSG00000196235,"(105.28216783189738, 265.35562972522456)",73.2093,Significantly Less
ENSG00000108582,"(46.56445431182888, 248.50420782736595)",22.7867,Significantly Less
ENSG00000136261,"(14.087338558501859, 66.82174307876396)",83.0301,Significantly More
